Time,Voltage 
6.052,0.1495
6.054,0.149
6.056,0.1525
6.058,0.1595
6.06,0.1585
6.062,0.149
6.064,0.1445
6.066,0.138
6.068,0.136
6.07,0.1355
6.072,0.137
6.074,0.1495
6.076,0.146
6.078,0.157
6.08,0.1545
6.082,0.148
6.084,0.1395
6.086,0.14
6.088,0.1305
6.09,0.1225
6.092,0.138
6.094,0.1455
6.096,0.1415
6.098,0.1525
6.1,0.1525
6.102,0.1415
6.104,0.138
6.106,0.1305
6.108,0.1295
6.11,0.124
6.112,0.134
6.114,0.136
6.116,0.134
6.118,0.1455
6.12,0.1405
6.122,0.1335
6.124,0.132
6.126,0.121
6.128,0.1215
6.13,0.115
6.132,0.1205
6.134,0.1225
6.136,0.1285
6.138,0.1325
6.14,0.1285
6.142,0.122
6.144,0.114
6.146,0.1075
6.148,0.1065
6.15,0.1025
6.152,0.1145
6.154,0.113
6.156,0.1215
6.158,0.123
6.16,0.1215
6.162,0.111
6.164,0.1095
6.166,0.1055
6.168,0.099
6.17,0.103
6.172,0.1075
6.174,0.1175
6.176,0.112
6.178,0.1205
6.18,0.1195
6.182,0.115
6.184,0.105
6.186,0.1065
6.188,0.107
6.19,0.1055
6.192,0.1105
6.194,0.1185
6.196,0.1245
6.198,0.1265
6.2,0.134
6.202,0.122
6.204,0.1205
6.206,0.116
6.208,0.11
6.21,0.114
6.212,0.117
6.214,0.1275
6.216,0.1285
6.218,0.129
6.22,0.1345
6.222,0.127
6.224,0.1215
6.226,0.1215
6.228,0.1135
6.23,0.111
6.232,0.116
6.234,0.125
6.236,0.125
6.238,0.1345
6.24,0.1335
6.242,0.1235
6.244,0.121
6.246,0.1205
6.248,0.1135
6.25,0.109
6.252,0.124
6.254,0.127
6.256,0.1305
6.258,0.1365
6.26,0.134
6.262,0.127
6.264,0.121
6.266,0.1225
6.268,0.1095
6.27,0.115
6.272,0.117
6.274,0.125
6.276,0.131
6.278,0.131
6.28,0.131
6.282,0.1295
6.284,0.1245
6.286,0.1185
6.288,0.108
6.29,0.113
6.292,0.1205
6.294,0.1225
6.296,0.1275
6.298,0.1335
6.3,0.1325
6.302,0.123
6.304,0.12
6.306,0.109
6.308,0.1065
6.31,0.106
6.312,0.111
6.314,0.1175
6.316,0.124
6.318,0.1325
6.32,0.1305
6.322,0.119
6.324,0.116
6.326,0.1075
6.328,0.106
6.33,0.108
6.332,0.108
6.334,0.109
6.336,0.1195
6.338,0.1215
6.34,0.1255
6.342,0.1195
6.344,0.1095
6.346,0.1055
6.348,0.103
6.35,0.1045
6.352,0.107
6.354,0.108
6.356,0.1145
6.358,0.1175
6.36,0.1195
6.362,0.117
6.364,0.1115
6.366,0.098
6.368,0.0995
6.37,0.0945
6.372,0.096
6.374,0.1095
6.376,0.116
6.378,0.1205
6.38,0.1175
6.382,0.111
6.384,0.1065
6.386,0.102
6.388,0.1005
6.39,0.0955
6.392,0.105
6.394,0.104
6.396,0.109
6.398,0.1185
6.4,0.1145
6.402,0.109
6.404,0.102
6.406,0.1035
6.408,0.0965
6.41,0.093
6.412,0.097
6.414,0.109
6.416,0.1155
6.418,0.1165
6.42,0.114
6.422,0.113
6.424,0.1045
6.426,0.098
6.428,0.0955
6.43,0.0945
6.432,0.1035
6.434,0.11
6.436,0.1055
6.438,0.1075
6.44,0.113
6.442,0.12
6.444,0.1215
6.446,0.123
6.448,0.1225
6.45,0.1215
6.452,0.1335
6.454,0.1385
6.456,0.1395
6.458,0.1255
6.46,0.1035
6.462,0.073
6.464,0.0775
6.466,0.0795
6.468,0.0865
6.47,0.059
6.472,0.0575
6.474,0.054
6.476,0.0425
6.478,0.0575
6.48,0.0505
6.482,0.0265
6.484,0.015
6.486,-0.0075
6.488,-0.0305
6.49,-0.0305
6.492,-0.018
6.494,-0.0085
6.496,-0.002
6.498,0
6.5,0.0095
6.502,0.0035
6.504,0.002
6.506,-0.002
6.508,0.001
6.51,0.0115
6.512,0.0395
6.514,0.053
6.516,0.0745
6.518,0.091
6.52,0.1035
6.522,0.097
6.524,0.0905
6.526,0.0895
6.528,0.0835
6.53,0.089
6.532,0.098
6.534,0.103
6.536,0.1055
6.538,0.1045
6.54,0.1115
6.542,0.1065
6.544,0.1065
6.546,0.1005
6.548,0.097
6.55,0.0965
6.552,0.1135
6.554,0.124
6.556,0.1475
6.558,0.1755
6.56,0.212
6.562,0.2455
6.564,0.284
6.566,0.3265
6.568,0.3575
6.57,0.378
6.572,0.385
6.574,0.371
6.576,0.32
6.578,0.261
6.58,0.207
6.582,0.158
6.584,0.1245
6.586,0.069
6.588,-0.043
6.59,-0.112
6.592,-0.1445
6.594,-0.1945
6.596,-0.2205
6.598,-0.252
6.6,-0.203
6.602,-0.175
6.604,-0.1375
6.606,-0.062
6.608,0.018
6.61,0.073
6.612,0.1715
6.614,0.289
6.616,0.374
6.618,0.459
6.62,0.505
6.622,0.486
6.624,0.359
6.626,0.328
6.628,0.2875
6.63,0.292
6.632,0.317
6.634,0.3335
6.636,0.3475
6.638,0.352
6.64,0.339
6.642,0.287
6.644,0.2485
6.646,0.226
6.648,0.202
6.65,0.1965
6.652,0.2055
6.654,0.201
6.656,0.2075
6.658,0.204
6.66,0.207
6.662,0.199
6.664,0.192
6.666,0.18
6.668,0.1795
6.67,0.1735
6.672,0.17
6.674,0.1845
6.676,0.189
6.678,0.189
6.68,0.187
6.682,0.1785
6.684,0.1745
6.686,0.166
6.688,0.167
6.69,0.1595
6.692,0.164
6.694,0.1705
6.696,0.1745
6.698,0.174
6.7,0.18
6.702,0.1715
6.704,0.169
6.706,0.1615
6.708,0.1575
6.71,0.1585
6.712,0.16
6.714,0.17
6.716,0.173
6.718,0.1725
6.72,0.183
6.722,0.17
6.724,0.1715
6.726,0.1615
6.728,0.159
6.73,0.156
6.732,0.161
6.734,0.1655
6.736,0.17
6.738,0.171
6.74,0.176
6.742,0.1685
6.744,0.165
6.746,0.159
6.748,0.156
6.75,0.1505
6.752,0.1575
6.754,0.1625
6.756,0.1705
6.758,0.172
6.76,0.173
6.762,0.165
6.764,0.162
6.766,0.154
6.768,0.149
6.77,0.1415
6.772,0.1525
6.774,0.1525
6.776,0.162
6.778,0.166
6.78,0.168
6.782,0.1595
6.784,0.152
6.786,0.1465
6.788,0.141
6.79,0.1365
6.792,0.1465
6.794,0.147
6.796,0.151
6.798,0.151
6.8,0.157
6.802,0.147
6.804,0.1445
6.806,0.134
6.808,0.127
6.81,0.1255
6.812,0.1325
6.814,0.1345
6.816,0.14
6.818,0.1405
6.82,0.145
6.822,0.137
6.824,0.13
6.826,0.1225
6.828,0.118
6.83,0.112
6.832,0.1195
6.834,0.122
6.836,0.132
6.838,0.132
6.84,0.141
6.842,0.131
6.844,0.128
6.846,0.1265
6.848,0.1175
6.85,0.114
6.852,0.1195
6.854,0.1315
6.856,0.1375
6.858,0.141
6.86,0.1415
6.862,0.1345
6.864,0.1335
6.866,0.1265
6.868,0.1245
6.87,0.122
6.872,0.1255
6.874,0.133
6.876,0.139
6.878,0.144
6.88,0.144
6.882,0.1365
6.884,0.139
6.886,0.1275
6.888,0.1315
6.89,0.1235
6.892,0.131
6.894,0.133
6.896,0.1415
6.898,0.142
6.9,0.149
6.902,0.1415
6.904,0.1365
6.906,0.1345
6.908,0.129
6.91,0.1225
6.912,0.133
6.914,0.1345
6.916,0.144
6.918,0.142
6.92,0.15
6.922,0.139
6.924,0.1355
6.926,0.1275
6.928,0.137
6.93,0.1275
6.932,0.138
6.934,0.139
6.936,0.148
6.938,0.1505
6.94,0.152
6.942,0.143
6.944,0.142
6.946,0.1335
6.948,0.1265
6.95,0.129
6.952,0.132
6.954,0.1375
6.956,0.147
6.958,0.1515
6.96,0.152
6.962,0.143
6.964,0.139
6.966,0.1325
6.968,0.13
6.97,0.124
6.972,0.1325
6.974,0.133
6.976,0.141
6.978,0.1475
6.98,0.1465
6.982,0.143
6.984,0.134
6.986,0.13
6.988,0.127
6.99,0.1235
6.992,0.131
6.994,0.131
6.996,0.136
6.998,0.1385
7,0.1405
7.002,0.137
7.004,0.1315
7.006,0.1275
7.008,0.119
7.01,0.12
7.012,0.1245
7.014,0.1245
7.016,0.137
7.018,0.1395
7.02,0.1405
7.022,0.1295
7.024,0.1295
7.026,0.1255
7.028,0.118
7.03,0.1125
7.032,0.1265
7.034,0.1265
7.036,0.129
7.038,0.1325
7.04,0.137
7.042,0.1305
7.044,0.1275
7.046,0.122
7.048,0.1185
7.05,0.1115
7.052,0.117
7.054,0.1225
7.056,0.129
7.058,0.128
7.06,0.1345
7.062,0.129
7.064,0.1215
7.066,0.113
7.068,0.114
7.07,0.108
7.072,0.1125
7.074,0.1175
7.076,0.1235
7.078,0.125
7.08,0.1305
7.082,0.1225
7.084,0.1175
7.086,0.1165
7.088,0.11
7.09,0.107
7.092,0.1115
7.094,0.1115
7.096,0.1205
7.098,0.1275
7.1,0.1265
7.102,0.1235
7.104,0.118
7.106,0.109
7.108,0.1105
7.11,0.103
7.112,0.1095
7.114,0.1205
7.116,0.125
7.118,0.1305
7.12,0.127
7.122,0.116
7.124,0.115
7.126,0.1105
7.128,0.1255
7.13,0.131
7.132,0.1405
7.134,0.141
7.136,0.154
7.138,0.155
7.14,0.155
7.142,0.1355
7.144,0.1035
7.146,0.0775
7.148,0.082
7.15,0.0955
7.152,0.1025
7.154,0.0895
7.156,0.0835
7.158,0.0755
7.16,0.06
7.162,0.0685
7.164,0.057
7.166,0.0305
7.168,0.0155
7.17,-0.0035
7.172,-0.0105
7.174,-0.01
7.176,0.0125
7.178,0.012
7.18,0.018
7.182,0.01
7.184,0.0085
7.186,0.003
7.188,0
7.19,0.002
7.192,0.0135
7.194,0.031
7.196,0.0595
7.198,0.077
7.2,0.0925
7.202,0.0975
7.204,0.103
7.206,0.094
7.208,0.096
7.21,0.0935
7.212,0.1035
7.214,0.11
7.216,0.12
7.218,0.124
7.22,0.1295
7.222,0.1205
7.224,0.1155
7.226,0.106
7.228,0.107
7.23,0.103
7.232,0.1105
7.234,0.1185
7.236,0.131
7.238,0.1385
7.24,0.1625
7.242,0.183
7.244,0.21
7.246,0.24
7.248,0.2855
7.25,0.325
7.252,0.366
7.254,0.3965
7.256,0.4045
7.258,0.3905
7.26,0.3365
7.262,0.268
7.264,0.206
7.266,0.154
7.268,0.1315
7.27,0.0755
7.272,-0.021
7.274,-0.0845
7.276,-0.1115
7.278,-0.1645
7.28,-0.2025
7.282,-0.2355
7.284,-0.194
7.286,-0.169
7.288,-0.127
7.29,-0.053
7.292,0.0365
7.294,0.0985
7.296,0.2005
7.298,0.315
7.3,0.395
7.302,0.4655
7.304,0.5055
7.306,0.4865
7.308,0.357
7.31,0.327
7.312,0.2935
7.314,0.3015
7.316,0.326
7.318,0.3385
7.32,0.35
7.322,0.3475
7.324,0.3285
7.326,0.2855
7.328,0.2505
7.33,0.233
7.332,0.212
7.334,0.212
7.336,0.2205
7.338,0.2235
7.34,0.223
7.342,0.2135
7.344,0.208
7.346,0.2035
7.348,0.1915
7.35,0.183
7.352,0.189
7.354,0.1905
7.356,0.197
7.358,0.199
7.36,0.203
7.362,0.1965
7.364,0.1935
7.366,0.1835
7.368,0.175
7.37,0.174
7.372,0.177
7.374,0.1815
7.376,0.1915
7.378,0.191
7.38,0.1965
7.382,0.187
7.384,0.1815
7.386,0.17
7.388,0.1735
7.39,0.1685
7.392,0.172
7.394,0.178
7.396,0.187
7.398,0.185
7.4,0.185
7.402,0.179
7.404,0.175
7.406,0.1675
7.408,0.1675
7.41,0.166
7.412,0.1695
7.414,0.1715
7.416,0.177
7.418,0.186
7.42,0.1835
7.422,0.1825
7.424,0.175
7.426,0.1635
7.428,0.167
7.43,0.157
7.432,0.163
7.434,0.1735
7.436,0.1745
7.438,0.178
7.44,0.1805
7.442,0.1755
7.444,0.17
7.446,0.163
7.448,0.159
7.45,0.158
7.452,0.162
7.454,0.1665
7.456,0.167
7.458,0.175
7.46,0.174
7.462,0.1645
7.464,0.164
7.466,0.1545
7.468,0.149
7.47,0.1395
7.472,0.151
7.474,0.1535
7.476,0.161
7.478,0.153
7.48,0.1675
7.482,0.1595
7.484,0.148
7.486,0.1405
7.488,0.138
7.49,0.126
7.492,0.1365
7.494,0.1375
7.496,0.147
7.498,0.1435
7.5,0.148
7.502,0.1415
7.504,0.136
7.506,0.131
7.508,0.128
7.51,0.12
7.512,0.122
7.514,0.127
7.516,0.14
7.518,0.14
7.52,0.144
7.522,0.135
7.524,0.1335
7.526,0.126
7.528,0.122
7.53,0.1215
7.532,0.1255
7.534,0.127
7.536,0.1375
7.538,0.1405
7.54,0.149
7.542,0.1455
7.544,0.1425
7.546,0.129
7.548,0.131
7.55,0.123
7.552,0.1405
7.554,0.146
7.556,0.1475
7.558,0.1565
7.56,0.158
7.562,0.157
7.564,0.1505
7.566,0.146
7.568,0.1405
7.57,0.136
7.572,0.141
7.574,0.1475
7.576,0.1555
7.578,0.1605
7.58,0.1625
7.582,0.159
7.584,0.1495
7.586,0.142
7.588,0.1415
7.59,0.138
7.592,0.1425
7.594,0.143
7.596,0.1535
7.598,0.152
7.6,0.1605
7.602,0.157
7.604,0.1515
7.606,0.146
7.608,0.1445
7.61,0.139
7.612,0.1385
7.614,0.15
7.616,0.148
7.618,0.163
7.62,0.155
7.622,0.153
7.624,0.1525
7.626,0.1455
7.628,0.1395
7.63,0.1325
7.632,0.141
7.634,0.147
7.636,0.15
7.638,0.1575
7.64,0.1625
7.642,0.153
7.644,0.146
7.646,0.1465
7.648,0.138
7.65,0.133
7.652,0.1375
7.654,0.1425
7.656,0.1565
7.658,0.152
7.66,0.1585
7.662,0.1515
7.664,0.1445
7.666,0.1415
7.668,0.138
7.67,0.1305
7.672,0.1335
7.674,0.1395
7.676,0.15
7.678,0.1515
7.68,0.158
7.682,0.1495
7.684,0.143
7.686,0.1365
7.688,0.136
7.69,0.131
7.692,0.1325
7.694,0.142
7.696,0.1495
7.698,0.151
7.7,0.151
7.702,0.146
7.704,0.1395
7.706,0.133
7.708,0.126
7.71,0.1235
7.712,0.1285
7.714,0.1355
7.716,0.142
7.718,0.139
7.72,0.1485
7.722,0.144
7.724,0.141
7.726,0.133
7.728,0.131
7.73,0.121
7.732,0.12
7.734,0.135
7.736,0.1405
7.738,0.1465
7.74,0.1455
7.742,0.1335
7.744,0.143
7.746,0.132
7.748,0.129
7.75,0.124
7.752,0.125
7.754,0.1345
7.756,0.1395
7.758,0.1445
7.76,0.151
7.762,0.1385
7.764,0.135
7.766,0.1285
7.768,0.1185
7.77,0.124
7.772,0.124
7.774,0.1305
7.776,0.1385
7.778,0.139
7.78,0.148
7.782,0.136
7.784,0.1335
7.786,0.126
7.788,0.1225
7.79,0.117
7.792,0.1245
7.794,0.131
7.796,0.1355
7.798,0.139
7.8,0.1425
7.802,0.1385
7.804,0.1365
7.806,0.132
7.808,0.1225
7.81,0.121
7.812,0.1215
7.814,0.1215
7.816,0.1355
7.818,0.149
7.82,0.1695
7.822,0.165
7.824,0.157
7.826,0.153
7.828,0.158
7.83,0.1495
7.832,0.149
7.834,0.1405
7.836,0.1145
7.838,0.114
7.84,0.1205
7.842,0.131
7.844,0.1205
7.846,0.0985
7.848,0.087
7.85,0.0625
7.852,0.067
7.854,0.0715
7.856,0.0595
7.858,0.064
7.86,0.0585
7.862,0.0295
7.864,0.0155
7.866,0.012
7.868,0.0075
7.87,0.0065
7.872,0.015
7.874,0.0145
7.876,0.033
7.878,0.037
7.88,0.0465
7.882,0.038
7.884,0.043
7.886,0.051
7.888,0.0655
7.89,0.0875
7.892,0.0955
7.894,0.1175
7.896,0.117
7.898,0.1275
7.9,0.128
7.902,0.135
7.904,0.1325
7.906,0.1275
7.908,0.123
7.91,0.1235
7.912,0.1235
7.914,0.1235
7.916,0.1365
7.918,0.145
7.92,0.1505
7.922,0.1485
7.924,0.1375
7.926,0.139
7.928,0.145
7.93,0.1525
7.932,0.1725
7.934,0.211
7.936,0.25
7.938,0.2845
7.94,0.3375
7.942,0.3725
7.944,0.4045
7.946,0.4145
7.948,0.3975
7.95,0.3595
7.952,0.303
7.954,0.246
7.956,0.1975
7.958,0.1775
7.96,0.131
7.962,0.0825
7.964,-0.031
7.966,-0.066
7.968,-0.1505
7.97,-0.191
7.972,-0.2225
7.974,-0.2165
7.976,-0.1615
7.978,-0.1175
7.98,-0.056
7.982,0.0405
7.984,0.0755
7.986,0.136
7.988,0.2385
7.99,0.33
7.992,0.4145
7.994,0.498
7.996,0.5355
7.998,0.5275
8,0.411
8.002,0.388
8.004,0.3345
8.006,0.336
8.008,0.3475
8.01,0.35
8.012,0.3575
8.014,0.3645
8.016,0.3515
8.018,0.324
8.02,0.2965
8.022,0.274
8.024,0.246
8.026,0.2325
8.028,0.2225
8.03,0.2185
8.032,0.2245
8.034,0.2255
8.036,0.2265
8.038,0.23
8.04,0.234
8.042,0.214
8.044,0.21
8.046,0.208
8.048,0.1925
8.05,0.199
8.052,0.196
8.054,0.206
8.056,0.2035
8.058,0.2085
8.06,0.2115
8.062,0.2095
8.064,0.206
8.066,0.1975
8.068,0.1965
8.07,0.191
8.072,0.196
8.074,0.1955
8.076,0.2035
8.078,0.2045
8.08,0.215
8.082,0.1975
8.084,0.202
8.086,0.1885
8.088,0.186
8.09,0.174
8.092,0.1795
8.094,0.195
8.096,0.198
8.098,0.194
8.1,0.201
8.102,0.197
8.104,0.191
8.106,0.1835
8.108,0.1755
8.11,0.1785
8.112,0.1825
8.114,0.1875
8.116,0.187
8.118,0.1995
8.12,0.201
8.122,0.191
8.124,0.1875
8.126,0.1825
8.128,0.177
8.13,0.1755
8.132,0.1735
8.134,0.186
8.136,0.184
8.138,0.189
8.14,0.1925
8.142,0.1935
8.144,0.188
8.146,0.1775
8.148,0.174
8.15,0.1665
8.152,0.1725
8.154,0.178
8.156,0.1845
8.158,0.1815
8.16,0.188
8.162,0.173
8.164,0.1715
8.166,0.167
8.168,0.159
8.17,0.15
8.172,0.1565
8.174,0.1525
8.176,0.165
8.178,0.164
8.18,0.166
8.182,0.1575
8.184,0.1585
8.186,0.147
8.188,0.1465
8.19,0.1405
8.192,0.143
8.194,0.1485
8.196,0.1565
8.198,0.1585
8.2,0.155
8.202,0.1535
8.204,0.1535
8.206,0.14
8.208,0.136
8.21,0.136
8.212,0.14
8.214,0.1445
8.216,0.146
8.218,0.1505
8.22,0.159
8.222,0.156
8.224,0.152
8.226,0.145
8.228,0.1385
8.23,0.1405
8.232,0.14
8.234,0.1475
8.236,0.161
8.238,0.165
8.24,0.171
8.242,0.1715
8.244,0.163
8.246,0.157
8.248,0.1435
8.25,0.1505
8.252,0.154
8.254,0.1625
8.256,0.1675
8.258,0.1775
8.26,0.1755
8.262,0.171
8.264,0.169
8.266,0.1605
8.268,0.1605
8.27,0.155
8.272,0.157
8.274,0.163
8.276,0.1685
8.278,0.174
8.28,0.1795
8.282,0.1765
8.284,0.172
8.286,0.165
8.288,0.1635
8.29,0.1555
8.292,0.159
8.294,0.1625
8.296,0.1685
8.298,0.1765
8.3,0.178
8.302,0.179
8.304,0.1705
8.306,0.169
8.308,0.166
8.31,0.1535
8.312,0.1625
8.314,0.167
8.316,0.178
8.318,0.1795
8.32,0.183
8.322,0.175
8.324,0.174
8.326,0.168
8.328,0.1585
8.33,0.1575
8.332,0.1625
8.334,0.167
8.336,0.171
8.338,0.18
8.34,0.177
8.342,0.17
8.344,0.163
8.346,0.1585
8.348,0.1555
8.35,0.157
8.352,0.154
8.354,0.1605
8.356,0.1625
8.358,0.1685
8.36,0.178
8.362,0.1655
8.364,0.1705
8.366,0.157
8.368,0.1555
8.37,0.151
8.372,0.1555
8.374,0.162
8.376,0.165
8.378,0.1665
8.38,0.1765
8.382,0.157
8.384,0.159
8.386,0.1575
8.388,0.1505
8.39,0.147
8.392,0.1485
8.394,0.1565
8.396,0.159
8.398,0.1585
8.4,0.169
8.402,0.1585
8.404,0.154
8.406,0.154
8.408,0.149
8.41,0.1425
8.412,0.1365
8.414,0.1535
8.416,0.1505
8.418,0.1575
8.42,0.156
8.422,0.1545
8.424,0.147
8.426,0.139
8.428,0.136
8.43,0.142
8.432,0.142
8.434,0.145
8.436,0.1575
8.438,0.166
8.44,0.16
8.442,0.155
8.444,0.1535
8.446,0.148
8.448,0.1405
8.45,0.1395
8.452,0.1375
8.454,0.1485
8.456,0.146
8.458,0.153
8.46,0.15
8.462,0.159
8.464,0.1475
8.466,0.1365
8.468,0.1325
8.47,0.129
8.472,0.134
8.474,0.1345
8.476,0.153
8.478,0.151
8.48,0.161
8.482,0.16
8.484,0.1455
8.486,0.146
8.488,0.134
8.49,0.1205
8.492,0.1305
8.494,0.1465
8.496,0.1575
8.498,0.178
8.5,0.188
8.502,0.18
8.504,0.184
8.506,0.172
8.508,0.1715
8.51,0.1435
8.512,0.1205
8.514,0.1115
8.516,0.1265
8.518,0.1385
8.52,0.144
8.522,0.1265
8.524,0.1025
8.526,0.0895
8.528,0.0775
8.53,0.079
8.532,0.066
8.534,0.0625
8.536,0.05
8.538,0.0395
8.54,0.031
8.542,0.0315
8.544,0.0265
8.546,0.0235
8.548,0.027
8.55,0.0155
8.552,0.023
8.554,0.0365
8.556,0.052
8.558,0.06
8.56,0.0605
8.562,0.073
8.564,0.09
8.566,0.105
8.568,0.1075
8.57,0.126
8.572,0.1185
8.574,0.13
8.576,0.1355
8.578,0.136
8.58,0.1475
8.582,0.1495
8.584,0.146
8.586,0.139
8.588,0.1385
8.59,0.1335
8.592,0.135
8.594,0.1495
8.596,0.153
8.598,0.156
8.6,0.162
8.602,0.1755
8.604,0.164
8.606,0.1675
8.608,0.1775
8.61,0.2035
8.612,0.246
8.614,0.2815
8.616,0.3325
8.618,0.3815
8.62,0.427
8.622,0.441
8.624,0.42
8.626,0.3885
8.628,0.31
8.63,0.254
8.632,0.198
8.634,0.182
8.636,0.1165
8.638,0.0675
8.64,-0.015
8.642,-0.0645
8.644,-0.1365
8.646,-0.204
8.648,-0.217
8.65,-0.218
8.652,-0.16
8.654,-0.105
8.656,-0.059
8.658,0.061
8.66,0.0875
8.662,0.16
8.664,0.247
8.666,0.356
8.668,0.4105
8.67,0.4855
8.672,0.5355
8.674,0.5425
8.676,0.4405
8.678,0.429
8.68,0.39
8.682,0.3775
8.684,0.3875
8.686,0.3865
8.688,0.3835
8.69,0.373
8.692,0.369
8.694,0.33
8.696,0.292
8.698,0.2755
8.7,0.268
8.702,0.248
8.704,0.247
8.706,0.236
8.708,0.23
8.71,0.2245
8.712,0.222
8.714,0.2245
8.716,0.2215
8.718,0.228
8.72,0.2385
8.722,0.2255
8.724,0.2195
8.726,0.213
8.728,0.205
8.73,0.1945
8.732,0.199
8.734,0.2035
8.736,0.2015
8.738,0.201
8.74,0.205
8.742,0.2025
8.744,0.1975
8.746,0.1915
8.748,0.1885
8.75,0.1855
8.752,0.187
8.754,0.1945
8.756,0.2
8.758,0.2005
8.76,0.21
8.762,0.2055
8.764,0.195
8.766,0.19
8.768,0.185
8.77,0.181
8.772,0.188
8.774,0.184
8.776,0.193
8.778,0.195
8.78,0.194
8.782,0.1985
8.784,0.1935
8.786,0.1875
8.788,0.181
8.79,0.18
8.792,0.1825
8.794,0.1855
8.796,0.1865
8.798,0.191
8.8,0.198
8.802,0.194
8.804,0.192
8.806,0.184
8.808,0.1765
8.81,0.17
8.812,0.179
8.814,0.1835
8.816,0.1855
8.818,0.1865
8.82,0.1955
8.822,0.1935
8.824,0.1835
8.826,0.1725
8.828,0.1695
8.83,0.1695
8.832,0.1655
8.834,0.1645
8.836,0.176
8.838,0.1805
8.84,0.1775
8.842,0.181
8.844,0.167
8.846,0.166
8.848,0.155
8.85,0.155
8.852,0.1555
8.854,0.161
8.856,0.1645
8.858,0.1665
8.86,0.1725
8.862,0.169
8.864,0.1575
8.866,0.1555
8.868,0.152
8.87,0.1455
8.872,0.15
8.874,0.1565
8.876,0.162
8.878,0.1625
8.88,0.171
8.882,0.1585
8.884,0.166
8.886,0.1505
8.888,0.1465
8.89,0.1485
8.892,0.143
8.894,0.156
8.896,0.16
8.898,0.1655
8.9,0.173
8.902,0.178
8.904,0.1655
8.906,0.16
8.908,0.1545
8.91,0.1535
8.912,0.156
8.914,0.154
8.916,0.1675
8.918,0.171
8.92,0.1785
8.922,0.172
8.924,0.1745
8.926,0.168
8.928,0.163
8.93,0.1675
8.932,0.163
8.934,0.1735
8.936,0.179
8.938,0.187
8.94,0.189
8.942,0.1895
8.944,0.183
8.946,0.1755
8.948,0.1705
8.95,0.1685
8.952,0.1695
8.954,0.1745
8.956,0.179
8.958,0.188
8.96,0.185
8.962,0.185
8.964,0.1815
8.966,0.1775
8.968,0.17
8.97,0.1675
8.972,0.174
8.974,0.1795
8.976,0.1765
8.978,0.1865
8.98,0.1905
8.982,0.1885
8.984,0.1885
8.986,0.1805
8.988,0.171
8.99,0.172
8.992,0.165
8.994,0.1765
8.996,0.1825
8.998,0.187
9,0.192
9.002,0.185
9.004,0.1785
9.006,0.172
9.008,0.1735
9.01,0.165
9.012,0.1735
9.014,0.175
9.016,0.1755
9.018,0.184
9.02,0.1855
9.022,0.182
9.024,0.175
9.026,0.175
9.028,0.1685
9.03,0.1585
9.032,0.165
9.034,0.1685
9.036,0.1725
9.038,0.182
9.04,0.1825
9.042,0.181
9.044,0.1715
9.046,0.169
9.048,0.1655
9.05,0.1585
9.052,0.167
9.054,0.169
9.056,0.173
9.058,0.18
9.06,0.1855
9.062,0.179
9.064,0.1715
9.066,0.1625
9.068,0.16
9.07,0.1615
9.072,0.1585
9.074,0.163
9.076,0.172
9.078,0.171
9.08,0.1775
9.082,0.1805
9.084,0.1725
9.086,0.165
9.088,0.166
9.09,0.159
9.092,0.1565
9.094,0.162
9.096,0.165
9.098,0.171
9.1,0.173
9.102,0.1655
9.104,0.17
9.106,0.1625
9.108,0.153
9.11,0.1565
9.112,0.159
9.114,0.1625
9.116,0.164
9.118,0.174
9.12,0.178
9.122,0.1775
9.124,0.1745
9.126,0.1645
9.128,0.1625
9.13,0.16
9.132,0.1565
9.134,0.169
9.136,0.1705
9.138,0.1775
9.14,0.175
9.142,0.171
9.144,0.166
9.146,0.166
9.148,0.1775
9.15,0.181
9.152,0.1845
9.154,0.192
9.156,0.207
9.158,0.207
9.16,0.2045
9.162,0.1945
9.164,0.162
9.166,0.1345
9.168,0.1375
9.17,0.1465
9.172,0.1495
9.174,0.1465
9.176,0.1315
9.178,0.1345
9.18,0.1145
9.182,0.129
9.184,0.111
9.186,0.0915
9.188,0.076
9.19,0.0535
9.192,0.0355
9.194,0.0425
9.196,0.056
9.198,0.064
9.2,0.0605
9.202,0.0695
9.204,0.0665
9.206,0.0605
9.208,0.0565
9.21,0.066
9.212,0.069
9.214,0.0855
9.216,0.1055
9.218,0.1345
9.22,0.15
9.222,0.159
9.224,0.164
9.226,0.1605
9.228,0.1525
9.23,0.153
9.232,0.1595
9.234,0.1695
9.236,0.174
9.238,0.178
9.24,0.19
9.242,0.188
9.244,0.1805
9.246,0.181
9.248,0.1755
9.25,0.1725
9.252,0.1775
9.254,0.1905
9.256,0.196
9.258,0.2105
9.26,0.225
9.262,0.2465
9.264,0.2695
9.266,0.304
9.268,0.342
9.27,0.38
9.272,0.422
9.274,0.4615
9.276,0.481
9.278,0.4695
9.28,0.43
9.282,0.3615
9.284,0.3035
9.286,0.246
9.288,0.223
9.29,0.166
9.292,0.086
9.294,0.006
9.296,-0.02
9.298,-0.092
9.3,-0.118
9.302,-0.153
9.304,-0.141
9.306,-0.0995
9.308,-0.0735
9.31,-0.003
9.312,0.0865
9.314,0.149
9.316,0.212
9.318,0.346
9.32,0.432
9.322,0.5125
9.324,0.5715
9.326,0.5995
9.328,0.5125
9.33,0.429
9.332,0.413
